Ticker;Date;Stock close;Stock net;Percentage change;Stock open;Low;High
SP500;03-mrt-2020;3.003,3652;-86,8676;-2,8110%;3.003,3652;3.003,3652;3.003,3652
SP500;02-mrt-2020;3.090,2328;+136,0091;+4,6039%;3.090,2328;3.090,2328;3.090,2328
SP500;28-feb-2020;2.954,2237;-24,5341;-0,8236%;2.954,2237;2.954,2237;2.954,2237
SP500;27-feb-2020;2.978,7578;-137,6320;-4,4164%;2.978,7578;2.978,7578;2.978,7578
SP500;26-feb-2020;3.116,3898;-11,8168;-0,3777%;3.116,3898;3.116,3898;3.116,3898
SP500;25-feb-2020;3.128,2066;-97,6798;-3,0280%;3.128,2066;3.128,2066;3.128,2066
SP500;24-feb-2020;3.225,8864;-111,8606;-3,3514%;3.225,8864;3.225,8864;3.225,8864
SP500;21-feb-2020;3.337,7470;-35,4845;-1,0519%;3.337,7470;3.337,7470;3.337,7470
SP500;20-feb-2020;3.373,2315;-12,9212;-0,3816%;3.373,2315;3.373,2315;3.373,2315
SP500;19-feb-2020;3.386,1527;+15,8662;+0,4708%;3.386,1527;3.386,1527;3.386,1527
SP500;18-feb-2020;3.370,2865;-9,8709;-0,2920%;3.370,2865;3.370,2865;3.370,2865
SP500;14-feb-2020;3.380,1574;+6,2200;+0,1844%;3.380,1574;3.380,1574;3.380,1574
SP500;13-feb-2020;3.373,9374;-5,5148;-0,1632%;3.373,9374;3.373,9374;3.373,9374
SP500;12-feb-2020;3.379,4522;+21,7049;+0,6464%;3.379,4522;3.379,4522;3.379,4522
SP500;11-feb-2020;3.357,7473;+5,6533;+0,1686%;3.357,7473;3.357,7473;3.357,7473
SP500;10-feb-2020;3.352,0940;+24,3871;+0,7328%;3.352,0940;3.352,0940;3.352,0940
SP500;07-feb-2020;3.327,7069;-18,0740;-0,5402%;3.327,7069;3.327,7069;3.327,7069
SP500;06-feb-2020;3.345,7809;+11,0866;+0,3325%;3.345,7809;3.345,7809;3.345,7809
SP500;05-feb-2020;3.334,6943;+37,1061;+1,1252%;3.334,6943;3.334,6943;3.334,6943
SP500;04-feb-2020;3.297,5882;+48,6632;+1,4978%;3.297,5882;3.297,5882;3.297,5882
SP500;03-feb-2020;3.248,9250;+23,4087;+0,7257%;3.248,9250;3.248,9250;3.248,9250
SP500;31-jan-2020;3.225,5163;-58,1427;-1,7707%;3.225,5163;3.225,5163;3.225,5163
SP500;30-jan-2020;3.283,6590;+10,2564;+0,3133%;3.283,6590;3.283,6590;3.283,6590
SP500;29-jan-2020;3.273,4026;-2,8408;-0,0867%;3.273,4026;3.273,4026;3.273,4026
SP500;28-jan-2020;3.276,2434;+32,6152;+1,0055%;3.276,2434;3.276,2434;3.276,2434
SP500;27-jan-2020;3.243,6282;-51,8452;-1,5732%;3.243,6282;3.243,6282;3.243,6282
SP500;24-jan-2020;3.295,4734;-30,0694;-0,9042%;3.295,4734;3.295,4734;3.295,4734
SP500;23-jan-2020;3.325,5428;+3,7959;+0,1143%;3.325,5428;3.325,5428;3.325,5428
SP500;22-jan-2020;3.321,7469;+0,9561;+0,0288%;3.321,7469;3.321,7469;3.321,7469
SP500;21-jan-2020;3.320,7908;-8,8319;-0,2653%;3.320,7908;3.320,7908;3.320,7908
SP500;17-jan-2020;3.329,6227;+12,8168;+0,3864%;3.329,6227;3.329,6227;3.329,6227
SP500;16-jan-2020;3.316,8059;+27,5133;+0,8365%;3.316,8059;3.316,8059;3.316,8059
SP500;15-jan-2020;3.289,2926;+6,1402;+0,1870%;3.289,2926;3.289,2926;3.289,2926
SP500;14-jan-2020;3.283,1524;-4,9811;-0,1515%;3.283,1524;3.283,1524;3.283,1524
SP500;13-jan-2020;3.288,1335;+22,7824;+0,6977%;3.288,1335;3.288,1335;3.288,1335
SP500;10-jan-2020;3.265,3511;-9,3531;-0,2856%;3.265,3511;3.265,3511;3.265,3511
SP500;09-jan-2020;3.274,7042;+21,6583;+0,6658%;3.274,7042;3.274,7042;3.274,7042
SP500;08-jan-2020;3.253,0459;+15,8634;+0,4900%;3.253,0459;3.253,0459;3.253,0459
SP500;07-jan-2020;3.237,1825;-9,1001;-0,2803%;3.237,1825;3.237,1825;3.237,1825
SP500;06-jan-2020;3.246,2826;+11,4340;+0,3535%;3.246,2826;3.246,2826;3.246,2826
SP500;03-jan-2020;3.234,8486;-22,9992;-0,7060%;3.234,8486;3.234,8486;3.234,8486
SP500;02-jan-2020;3.257,8478;+27,0658;+0,8377%;3.257,8478;3.257,8478;3.257,8478
SP500;31-dec-2019;3.230,7820;+9,4902;+0,2946%;3.230,7820;3.230,7820;3.230,7820
SP500;30-dec-2019;3.221,2918;-18,7286;-0,5780%;3.221,2918;3.221,2918;3.221,2918
SP500;27-dec-2019;3.240,0204;+0,1133;+0,0035%;3.240,0204;3.240,0204;3.240,0204
SP500;26-dec-2019;3.239,9071;+16,5314;+0,5129%;3.239,9071;3.239,9071;3.239,9071
SP500;24-dec-2019;3.223,3757;-0,6342;-0,0197%;3.223,3757;3.223,3757;3.223,3757
SP500;23-dec-2019;3.224,0099;+2,7853;+0,0865%;3.224,0099;3.224,0099;3.224,0099
SP500;20-dec-2019;3.221,2246;+15,8562;+0,4947%;3.221,2246;3.221,2246;3.221,2246
SP500;19-dec-2019;3.205,3684;+14,2264;+0,4458%;3.205,3684;3.205,3684;3.205,3684
SP500;18-dec-2019;3.191,1420;-1,3766;-0,0431%;3.191,1420;3.191,1420;3.191,1420
SP500;17-dec-2019;3.192,5186;+1,0696;+0,0335%;3.192,5186;3.192,5186;3.192,5186
SP500;16-dec-2019;3.191,4490;+22,6494;+0,7148%;3.191,4490;3.191,4490;3.191,4490
SP500;13-dec-2019;3.168,7996;+0,2304;+0,0073%;3.168,7996;3.168,7996;3.168,7996
SP500;12-dec-2019;3.168,5692;+26,9425;+0,8576%;3.168,5692;3.168,5692;3.168,5692
SP500;11-dec-2019;3.141,6267;+9,1081;+0,2908%;3.141,6267;3.141,6267;3.141,6267
SP500;10-dec-2019;3.132,5186;-3,4428;-0,1098%;3.132,5186;3.132,5186;3.132,5186
SP500;09-dec-2019;3.135,9614;-9,9496;-0,3163%;3.135,9614;3.135,9614;3.135,9614
SP500;06-dec-2019;3.145,9110;+28,4824;+0,9137%;3.145,9110;3.145,9110;3.145,9110
SP500;05-dec-2019;3.117,4286;+4,6723;+0,1501%;3.117,4286;3.117,4286;3.117,4286
SP500;04-dec-2019;3.112,7563;+19,5554;+0,6322%;3.112,7563;3.112,7563;3.112,7563
SP500;03-dec-2019;3.093,2009;-20,6727;-0,6639%;3.093,2009;3.093,2009;3.093,2009
SP500;02-dec-2019;3.113,8736;-27,1070;-0,8630%;3.113,8736;3.113,8736;3.113,8736
SP500;29-nov-2019;3.140,9806;-12,6475;-0,4010%;3.140,9806;3.140,9806;3.140,9806
SP500;27-nov-2019;3.153,6281;+13,1082;+0,4174%;3.153,6281;3.153,6281;3.153,6281
SP500;26-nov-2019;3.140,5199;+6,8771;+0,2195%;3.140,5199;3.140,5199;3.140,5199
SP500;25-nov-2019;3.133,6428;+23,3545;+0,7509%;3.133,6428;3.133,6428;3.133,6428
SP500;22-nov-2019;3.110,2883;+6,7514;+0,2175%;3.110,2883;3.110,2883;3.110,2883
SP500;21-nov-2019;3.103,5369;-4,9213;-0,1583%;3.103,5369;3.103,5369;3.103,5369
SP500;20-nov-2019;3.108,4582;-11,7231;-0,3757%;3.108,4582;3.108,4582;3.108,4582
SP500;19-nov-2019;3.120,1813;-1,8467;-0,0592%;3.120,1813;3.120,1813;3.120,1813
SP500;18-nov-2019;3.122,0280;+1,5676;+0,0502%;3.122,0280;3.122,0280;3.122,0280
SP500;15-nov-2019;3.120,4604;+23,8273;+0,7695%;3.120,4604;3.120,4604;3.120,4604
SP500;14-nov-2019;3.096,6331;+2,5978;+0,0840%;3.096,6331;3.096,6331;3.096,6331
SP500;13-nov-2019;3.094,0353;+2,1963;+0,0710%;3.094,0353;3.094,0353;3.094,0353
SP500;12-nov-2019;3.091,8390;+4,8340;+0,1566%;3.091,8390;3.091,8390;3.091,8390
SP500;11-nov-2019;3.087,0050;-6,0798;-0,1966%;3.087,0050;3.087,0050;3.087,0050
SP500;08-nov-2019;3.093,0848;+7,9029;+0,2562%;3.093,0848;3.093,0848;3.093,0848
SP500;07-nov-2019;3.085,1819;+8,4066;+0,2732%;3.085,1819;3.085,1819;3.085,1819
SP500;06-nov-2019;3.076,7753;+2,1594;+0,0702%;3.076,7753;3.076,7753;3.076,7753
SP500;05-nov-2019;3.074,6159;-3,6538;-0,1187%;3.074,6159;3.074,6159;3.074,6159
SP500;04-nov-2019;3.078,2697;+11,3550;+0,3702%;3.078,2697;3.078,2697;3.078,2697
SP500;01-nov-2019;3.066,9147;+29,3503;+0,9662%;3.066,9147;3.066,9147;3.066,9147
SP500;31-okt-2019;3.037,5644;-9,2018;-0,3020%;3.037,5644;3.037,5644;3.037,5644
SP500;30-okt-2019;3.046,7662;+9,8740;+0,3251%;3.046,7662;3.046,7662;3.046,7662
SP500;29-okt-2019;3.036,8922;-2,5277;-0,0832%;3.036,8922;3.036,8922;3.036,8922
SP500;28-okt-2019;3.039,4199;+16,8703;+0,5581%;3.039,4199;3.039,4199;3.039,4199
SP500;25-okt-2019;3.022,5496;+12,2643;+0,4074%;3.022,5496;3.022,5496;3.022,5496
SP500;24-okt-2019;3.010,2853;+5,7610;+0,1917%;3.010,2853;3.010,2853;3.010,2853
SP500;23-okt-2019;3.004,5243;+8,5313;+0,2848%;3.004,5243;3.004,5243;3.004,5243
SP500;22-okt-2019;2.995,9930;-10,7313;-0,3569%;2.995,9930;2.995,9930;2.995,9930
SP500;21-okt-2019;3.006,7243;+20,5208;+0,6872%;3.006,7243;3.006,7243;3.006,7243
SP500;18-okt-2019;2.986,2035;-11,7494;-0,3919%;2.986,2035;2.986,2035;2.986,2035
SP500;17-okt-2019;2.997,9529;+8,2591;+0,2763%;2.997,9529;2.997,9529;2.997,9529
SP500;16-okt-2019;2.989,6938;-5,9893;-0,1999%;2.989,6938;2.989,6938;2.989,6938
SP500;15-okt-2019;2.995,6831;+29,5326;+0,9957%;2.995,6831;2.995,6831;2.995,6831
SP500;14-okt-2019;2.966,1505;-4,1190;-0,1387%;2.966,1505;2.966,1505;2.966,1505
SP500;11-okt-2019;2.970,2695;+32,1371;+1,0938%;2.970,2695;2.970,2695;2.970,2695
SP500;10-okt-2019;2.938,1324;+18,7323;+0,6416%;2.938,1324;2.938,1324;2.938,1324
SP500;09-okt-2019;2.919,4001;+26,3445;+0,9106%;2.919,4001;2.919,4001;2.919,4001
SP500;08-okt-2019;2.893,0556;-45,7338;-1,5562%;2.893,0556;2.893,0556;2.893,0556
SP500;07-okt-2019;2.938,7894;-13,2182;-0,4478%;2.938,7894;2.938,7894;2.938,7894
SP500;04-okt-2019;2.952,0076;+41,3736;+1,4215%;2.952,0076;2.952,0076;2.952,0076
SP500;03-okt-2019;2.910,6340;+23,0275;+0,7975%;2.910,6340;2.910,6340;2.910,6340
SP500;02-okt-2019;2.887,6065;-52,6421;-1,7904%;2.887,6065;2.887,6065;2.887,6065
SP500;01-okt-2019;2.940,2486;;;2.940,2486;2.940,2486;2.940,2486
